count,route_action,speed_action,speed_reason,commentary_template
92,FOLLOW_ROUTE,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Follow the route. Decelerate because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
91,OVERTAKE,SLOW_DOWN,TRAFFIC_LIGHT_RED,Stay on your current lane to overtake the bikes on your lane. Decelerate to stay behind the <OBJECT> that is slowing down because of a red traffic light.
89,OTHER,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Prepare to steer clear of the parked vehicle. Accelerate to follow the <OBJECT> in <DISTANCE>.
88,OVERTAKE,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_RED,Stay on your current lane to overtake the bikes on your lane. Maintain the reduced speed to stay behind the <OBJECT> that is slowing down because of a red traffic light.
88,FOLLOW_ROUTE,INCREASE_SPEED,PEDESTRIAN,Follow the route. Accelerate to drive through the junction as the other vehicles are stopped at the junction and the junction is clear. Pay attention to the pedestrian on the exit of the junction.
86,GO_AROUND,SLOW_DOWN,NONE_OR_UNKNOWN,Return to your original route after avoiding the obstacle. Decelerate to drive according to the speed limit.
85,GO_AROUND,MAINTAIN_REDUCED_SPEED,ACCIDENT,"Avoid the accident on your lane. Maintain the reduced speed to change to the oncoming lane, as the gap is big enough."
85,OTHER,STOP,VEHICLE,Turn left. Stop now due to the <OBJECT> in <DISTANCE>.
85,OVERTAKE,SLOW_DOWN,TRAFFIC_LIGHT_RED,Stay on your current lane to overtake the bikes on your lane. Decelerate to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light.
82,GO_AROUND,MAINTAIN_REDUCED_SPEED,VEHICLE,"Go around the <OBJECT>. Maintain the reduced speed to change to the oncoming lane, as the gap is big enough."
81,OTHER,INCREASE_SPEED,NONE_OR_UNKNOWN,Turn right. Accelerate to reach the speed limit. Pay attention to the walker and brake if necessary.
80,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn right. Accelerate since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
78,OTHER,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Turn left. Decelerate to stay behind the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
78,OTHER,REMAIN_STOPPED,VEHICLE,Turn left. Remain stopped due to the <OBJECT>. Pay attention to the walker and brake if necessary.
77,OTHER,INCREASE_SPEED,CONSTRUCTION,Shift a bit to the right to make space for the traffic that invades the lane because of the traffic cones. Accelerate to reach the speed limit.
76,GO_AROUND,SLOW_DOWN,VEHICLE,Prepare to go around the <OBJECT>. Decelerate to drive according to the speed limit.
75,OTHER,INCREASE_SPEED,NONE_OR_UNKNOWN,Prepare to do a lane change. Accelerate to reach the speed limit.
75,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Follow the route. Maintain the reduced speed because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
74,OVERTAKE,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_RED,Stay on your current lane to overtake the bikes on your lane. Maintain the reduced speed to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light.
73,OTHER,MAINTAIN_SPEED,JUNCTION_NOTICE,Turn right. Maintain your current speed to drive through the junction.
73,GO_AROUND,MAINTAIN_REDUCED_SPEED,NONE_OR_UNKNOWN,Return to your original route after avoiding the obstacle. Maintain the reduced speed to drive according to the speed limit.
72,OTHER,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Turn right. Maintain the reduced speed because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
72,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn left. Decelerate because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
70,GO_AROUND,MAINTAIN_REDUCED_SPEED,VEHICLE,Prepare to go around the <OBJECT>. Maintain the reduced speed to drive according to the speed limit.
69,GO_AROUND,SLOW_DOWN,VEHICLE,Turn right. Decelerate to avoid the <OBJECT> that is crossing the road.
69,OTHER,SLOW_DOWN,VEHICLE,Turn right. Decelerate due to the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
68,FOLLOW_ROUTE,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Follow the route. Maintain your current speed because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
68,OTHER,INCREASE_SPEED,VEHICLE,Turn left. Accelerate to drive closer to the <OBJECT>.
68,FOLLOW_ROUTE,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Follow the route. Decelerate since you cleared the <OBJECT>.
68,FOLLOW_ROUTE,INCREASE_SPEED,JUNCTION_NOTICE,Follow the route. Accelerate since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
67,OTHER,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Turn left. Remain stopped to stay behind the <OBJECT>. Pay attention to the walker and brake if necessary.
66,GO_AROUND,MAINTAIN_REDUCED_SPEED,VEHICLE,Prepare to go around the <OBJECT>. Maintain the reduced speed due to the <OBJECT> in <DISTANCE>.
66,OTHER,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Turn left. Decelerate to stay behind the <OBJECT>. Pay attention to the walker and brake if necessary.
66,OTHER,STOP,LEAD_VEHICLE_FOLLOW,Turn left. Stop now to stay behind the <OBJECT>.
66,OTHER,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Turn left. Remain stopped to stay behind the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
65,FOLLOW_ROUTE,MAINTAIN_SPEED,NONE_OR_UNKNOWN,Follow the route. Maintain your current speed. Pay attention to the walker and brake if necessary.
65,OTHER,INCREASE_SPEED,VEHICLE,Turn left. Accelerate to drive closer to the <OBJECT> in <DISTANCE>.
65,OTHER,REMAIN_STOPPED,VEHICLE,Turn left. Remain stopped due to the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
64,OTHER,STOP,LEAD_VEHICLE_FOLLOW,Turn left. Stop now to stay behind the <OBJECT> in <DISTANCE>.
64,OTHER,SLOW_DOWN,VEHICLE,Turn right. Decelerate due to the <OBJECT>. Pay attention to the walker and brake if necessary.
63,GO_AROUND,MAINTAIN_REDUCED_SPEED,VEHICLE,Prepare to go around the <OBJECT>. Maintain the reduced speed due to the <OBJECT>.
63,OTHER,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Turn left. Decelerate because the traffic light is green but pay attention to the vehicle coming towards the junction.
62,OTHER,SLOW_DOWN,NONE_OR_UNKNOWN," Decelerate to change to the neighbouring lane, as the gap is big enough."
62,OTHER,MAINTAIN_SPEED,JUNCTION_NOTICE,Turn right. Maintain your current speed to drive through the junction because the other vehicles are stopped at the junction and the junction is clear.
61,OTHER,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Turn right. Maintain the reduced speed because the traffic light is green but pay attention to the vehicle coming towards the junction.
60,GO_AROUND,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Return to your original route after avoiding the obstacle. Maintain the reduced speed to drive through the junction.
59,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW,Follow the route. Maintain the reduced speed due to the <OBJECT>. Pay attention to the walker and brake if necessary.
59,OTHER,MAINTAIN_SPEED,NONE_OR_UNKNOWN," Maintain your current speed to change to the neighbouring lane, as the gap is big enough."
58,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn left. Accelerate to drive through the junction as the other vehicles are stopped at the junction and the vehicle in the junction is moving away. Pay attention to the <OBJECT> on the exit of the junction.
57,FOLLOW_ROUTE,MAINTAIN_SPEED,JUNCTION_NOTICE,Follow the route. Maintain your current speed to drive through the junction because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
57,OVERTAKE,MAINTAIN_REDUCED_SPEED,NONE_OR_UNKNOWN,Stay on your current lane to overtake the bikes on your lane. Maintain the reduced speed to drive according to the speed limit.
57,GIVE_WAY,SLOW_DOWN,EMERGENCY_VEHICLE,Stay on your current lane to give way to the emergency vehicle. Decelerate to stay behind the <OBJECT> in <DISTANCE>.
56,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Prepare to do a lane change. Maintain the reduced speed to drive through the junction.
56,FOLLOW_ROUTE,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Follow the route. Accelerate to drive closer to the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
56,DEVIATION_DURING,MAINTAIN_SPEED,VEHICLE,Stay on your current lane to steer clear of the parked vehicle. Maintain your current speed.
56,OTHER,MAINTAIN_SPEED,JUNCTION_NOTICE,Prepare to do a lane change. Maintain your current speed to drive through the junction.
55,FOLLOW_ROUTE,REMAIN_STOPPED,TRAFFIC_LIGHT_RED,Follow the route. Remain stopped to stay behind the <OBJECT> that is stopped because of a red traffic light. Pay attention to the walker and brake if necessary.
55,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn right. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
54,GIVE_WAY,INCREASE_SPEED,JUNCTION_NOTICE,Stay on your current lane to give way to the emergency vehicle. Accelerate to drive through the junction.
54,GO_AROUND,SLOW_DOWN,TRAFFIC_LIGHT_RED,Return to your original route after avoiding the obstacle. Decelerate to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light.
54,FOLLOW_ROUTE,SLOW_DOWN,JUNCTION_NOTICE,Follow the route. Decelerate since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the junction is clear.
54,OTHER,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Turn left. Maintain the reduced speed because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
54,GIVE_WAY,SLOW_DOWN,EMERGENCY_VEHICLE,Stay on your current lane to give way to the emergency vehicle. Decelerate to stay behind the <OBJECT>.
53,GO_AROUND,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Follow the route. Decelerate to avoid a collision with the <OBJECT>.
53,OTHER,MAINTAIN_REDUCED_SPEED,CONSTRUCTION,Shift a bit to the right to make space for the traffic that invades the lane because of the traffic cones. Maintain the reduced speed to stay behind the <OBJECT> in <DISTANCE>.
52,DEVIATION_DURING,SLOW_DOWN,VEHICLE,Stay on your current lane to steer clear of the parked vehicle. Decelerate to drive with the target speed.
51,GO_AROUND,SLOW_DOWN,VEHICLE,Turn left. Decelerate to avoid the <OBJECT> that is crossing the road.
50,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW,Follow the route. Maintain the reduced speed due to the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
50,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn left. Maintain the reduced speed since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
50,GO_AROUND,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Return to your original route after avoiding the obstacle. Accelerate to follow the <OBJECT>.
50,OTHER,MAINTAIN_SPEED,JUNCTION_NOTICE,Turn left. Maintain your current speed to drive through the junction because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
48,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Follow the route. Maintain the reduced speed because the traffic light is green and the other vehicles are stopped at the junction and the junction is clear.
48,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn left. Decelerate since you cleared the <OBJECT> but pay attention to the vehicle in the junction.
48,OTHER,SLOW_DOWN,VEHICLE,Prepare to do a lane change. Decelerate due to the <OBJECT> intersecting your path.
47,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Prepare to do a lane change. Maintain the reduced speed due to the <OBJECT>.
47,OTHER,INCREASE_SPEED,NONE_OR_UNKNOWN,Turn right. Accelerate to drive with the target speed. Pay attention to the walker and brake if necessary.
46,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_RED,Follow the route. Maintain the reduced speed to stay behind the <OBJECT> that is slowing down because of a red traffic light. Pay attention to the walker and brake if necessary.
46,OTHER,MAINTAIN_REDUCED_SPEED,CONSTRUCTION,Shift a bit to the right to make space for the traffic that invades the lane because of the traffic cones. Maintain the reduced speed to stay behind the <OBJECT>.
46,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn right. Accelerate since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the vehicle in the junction is moving away. Pay attention to the walker and brake if necessary.
46,OTHER,REMAIN_STOPPED,VEHICLE,Prepare to do a lane change. Remain stopped due to the <OBJECT>.
45,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Follow the route. Maintain the reduced speed to drive through the junction. Pay attention to the walker and brake if necessary.
45,OTHER,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Turn left. Accelerate to follow the <OBJECT>. Pay attention to the walker and brake if necessary.
44,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Follow the route. Maintain the reduced speed since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the junction is clear.
44,OTHER,SLOW_DOWN,TRAFFIC_LIGHT_RED,Prepare to do a lane change. Decelerate to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light.
44,GO_AROUND,REMAIN_STOPPED,VEHICLE,Turn right. Remain stopped to avoid the <OBJECT> that is crossing the road.
43,GO_AROUND,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Return to your original route after avoiding the obstacle. Accelerate to follow the <OBJECT> in <DISTANCE>.
43,OTHER,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Turn left. Accelerate to follow the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
43,FOLLOW_ROUTE,REMAIN_STOPPED,TRAFFIC_LIGHT_RED,Follow the route. Remain stopped to stay behind the <OBJECT> at <DISTANCE> that is stopped because of a red traffic light. Pay attention to the walker and brake if necessary.
43,OTHER,REMAIN_STOPPED,VEHICLE,Prepare to do a lane change. Remain stopped due to the <OBJECT> in <DISTANCE>.
42,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_RED,Follow the route. Maintain the reduced speed to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light. Pay attention to the walker and brake if necessary.
42,GO_AROUND,SLOW_DOWN,VEHICLE,Prepare to do a lane change. Decelerate to avoid the <OBJECT> that is crossing the road.
41,OTHER,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Turn left. Decelerate because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
40,OVERTAKE,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Stay on your current lane to overtake the bikes on your lane. Accelerate because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
39,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Prepare to do a lane change. Maintain the reduced speed due to the <OBJECT> in <DISTANCE>.
39,FOLLOW_ROUTE,STOP,LEAD_VEHICLE_FOLLOW,Follow the route. Stop now due to the <OBJECT> intersecting your path.
39,OTHER,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Turn right. Decelerate because the traffic light is green but pay attention to the vehicle coming towards the junction.
38,OTHER,MAINTAIN_SPEED,VEHICLE,Prepare to do a lane change. Maintain your current speed due to the <OBJECT> in <DISTANCE>.
38,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn right. Maintain the reduced speed since you cleared the <OBJECT>.
38,GO_AROUND,INCREASE_SPEED,JUNCTION_NOTICE,Return to your original route after avoiding the obstacle. Accelerate to drive through the junction.
37,OTHER,SLOW_DOWN,NONE_OR_UNKNOWN,Turn left. Decelerate to drive with the target speed.
37,GO_AROUND,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Return to your original route after avoiding the obstacle. Decelerate because the traffic light is green.
37,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn left. Accelerate to drive through the junction as pay attention to the vehicles coming towards the junction. Pay attention to the <OBJECT> on the exit of the junction.
36,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn right. Accelerate since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
36,GO_AROUND,SLOW_DOWN,TRAFFIC_LIGHT_RED,Return to your original route after avoiding the obstacle. Decelerate to stay behind the <OBJECT> that is slowing down because of a red traffic light.
36,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn right. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
36,GO_AROUND,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn right. Maintain the reduced speed to avoid the <OBJECT> that is crossing the road.
36,OTHER,MAINTAIN_SPEED,VEHICLE,Prepare to do a lane change. Maintain your current speed due to the <OBJECT>.
36,OTHER,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Turn left. Accelerate because the traffic light is green and the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
36,OTHER,MAINTAIN_REDUCED_SPEED,NONE_OR_UNKNOWN,Turn left. Maintain the reduced speed.
36,OTHER,SLOW_DOWN,TRAFFIC_LIGHT_RED,Prepare to do a lane change. Decelerate to stay behind the <OBJECT> that is slowing down because of a red traffic light.
35,OTHER,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_GREEN,Turn left. Maintain the reduced speed because the traffic light is green but pay attention to the vehicle coming towards the junction.
35,FOLLOW_ROUTE,STOP,LEAD_VEHICLE_FOLLOW,Follow the route. Stop now due to the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
34,GO_AROUND,MAINTAIN_REDUCED_SPEED,CONSTRUCTION,"Go around the construction site. Maintain the reduced speed to change to the oncoming lane, as the gap is big enough."
34,OTHER,SLOW_DOWN,NONE_OR_UNKNOWN,Prepare to do a lane change. Decelerate.
34,GO_AROUND,MAINTAIN_SPEED,JUNCTION_NOTICE,Return to your original route after avoiding the obstacle. Maintain your current speed to drive through the junction.
34,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn right. Maintain the reduced speed to drive through the junction because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
34,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn right. Maintain the reduced speed since you cleared the <OBJECT> but pay attention to the vehicle in the junction.
34,FOLLOW_ROUTE,SLOW_DOWN,NONE_OR_UNKNOWN,Follow the route. Decelerate. Pay attention to the walker and brake if necessary.
33,OTHER,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Turn right. Decelerate because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
33,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn right. Accelerate since you cleared the <OBJECT> but pay attention to the vehicles coming towards the junction. Pay attention to the walker and brake if necessary.
33,FOLLOW_ROUTE,SLOW_DOWN,JUNCTION_NOTICE,Follow the route. Decelerate because the other vehicles are stopped at the junction and the junction is clear. Pay attention to the walker and brake if necessary.
32,OVERTAKE,MAINTAIN_SPEED,NONE_OR_UNKNOWN,Stay on your current (oncoming) lane to overtake the bikes on your lane. Maintain your current speed.
32,OTHER,REMAIN_STOPPED,JUNCTION_NOTICE,Turn left. Remain stopped since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
31,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Prepare to do a lane change. Accelerate to drive through the junction because the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
31,FOLLOW_ROUTE,REMAIN_STOPPED,TRAFFIC_LIGHT_GREEN,Follow the route. Remain stopped because the traffic light is green but pay attention to the vehicle coming towards the junction.
31,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn left. Maintain the reduced speed since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the junction is clear.
31,OTHER,INCREASE_SPEED,VEHICLE,Stay on your current (oncoming) lane to steer clear of the parked vehicle. Accelerate to drive with the target speed.
30,OVERTAKE,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Stay on your current lane to overtake the bikes on your lane. Maintain your current speed because the traffic light is green.
30,OTHER,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Turn left. Accelerate because the traffic light is green but pay attention to the vehicle coming towards the junction. Pay attention to the walker and brake if necessary.
30,OTHER,INCREASE_SPEED,VEHICLE,Turn left. Accelerate due to the <OBJECT> intersecting your path.
29,FOLLOW_ROUTE,REMAIN_STOPPED,LEAD_VEHICLE_FOLLOW,Follow the route. Remain stopped due to the <OBJECT> intersecting your path. Pay attention to the walker and brake if necessary.
28,OTHER,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Turn left. Maintain your current speed because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
28,OTHER,MAINTAIN_REDUCED_SPEED,NONE_OR_UNKNOWN,Turn right. Maintain the reduced speed.
28,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn left. Accelerate to drive through the junction as . Pay attention to the <OBJECT> on the exit of the junction.
28,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,NONE_OR_UNKNOWN,Follow the route. Maintain the reduced speed. Pay attention to the walker and brake if necessary.
28,OTHER,REMAIN_STOPPED,JUNCTION_NOTICE,Turn left. Remain stopped since you cleared the <OBJECT> but pay attention to the vehicles coming towards the junction.
28,OTHER,REMAIN_STOPPED,NONE_OR_UNKNOWN,Turn left. Remain stopped.
28,OTHER,SLOW_DOWN,LEAD_VEHICLE_FOLLOW,Turn right. Decelerate to stay behind the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
28,OTHER,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Turn left. Maintain your current speed because the traffic light is green and the other vehicles are stopped at the junction and the junction is clear.
28,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn left. Maintain the reduced speed because the other vehicles are stopped at the junction and the junction is clear.
28,OTHER,MAINTAIN_REDUCED_SPEED,TRAFFIC_LIGHT_RED,Turn left. Maintain the reduced speed to stay behind the <OBJECT> that is slowing down because of a red traffic light.
27,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Prepare to do a lane change. Decelerate because the other vehicles are stopped at the junction and the junction is clear.
27,OVERTAKE,REMAIN_STOPPED,NONE_OR_UNKNOWN,Stay on your current lane to overtake the bikes on your lane. Remain stopped to drive according to the speed limit.
27,OTHER,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Prepare to do a lane change. Maintain your current speed because the traffic light is green.
27,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn right. Accelerate since you cleared the <OBJECT> but pay attention to the vehicle in the junction. Pay attention to the walker and brake if necessary.
27,OTHER,SLOW_DOWN,TRAFFIC_LIGHT_RED,Turn left. Decelerate to stay behind the <OBJECT> at <DISTANCE> that is slowing down because of a red traffic light.
26,OTHER,INCREASE_SPEED,VEHICLE,Prepare to do a lane change. Accelerate to drive closer to the <OBJECT> in <DISTANCE>.
26,FOLLOW_ROUTE,INCREASE_SPEED,LEAD_VEHICLE_FOLLOW,Follow the route. Accelerate to drive closer to the stationary <OBJECT>. Pay attention to the walker and brake if necessary.
26,FOLLOW_ROUTE,STOP,LEAD_VEHICLE_FOLLOW,Follow the route. Stop now due to the <OBJECT>. Pay attention to the walker and brake if necessary.
26,OTHER,MAINTAIN_REDUCED_SPEED,LEAD_VEHICLE_FOLLOW,Turn right. Maintain the reduced speed to stay behind the <OBJECT>. Pay attention to the walker and brake if necessary.
26,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn left. Maintain the reduced speed since you cleared the <OBJECT> but pay attention to the vehicles coming towards the junction.
25,OTHER,SLOW_DOWN,TRAFFIC_LIGHT_GREEN,Turn left. Decelerate because the traffic light is green and the other vehicles are stopped at the junction and the junction is clear.
25,FOLLOW_ROUTE,INCREASE_SPEED,PEDESTRIAN,Follow the route. Accelerate to drive through the junction as . Pay attention to the pedestrian on the exit of the junction.
25,FOLLOW_ROUTE,MAINTAIN_SPEED,JUNCTION_NOTICE,Follow the route. Maintain your current speed to drive through the junction. Pay attention to the walker and brake if necessary.
25,FOLLOW_ROUTE,INCREASE_SPEED,JUNCTION_NOTICE,Follow the route. Accelerate since you cleared the <OBJECT> but pay attention to the vehicles coming towards the junction. Pay attention to the walker and brake if necessary.
24,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn left. Decelerate since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
24,GO_AROUND,MAINTAIN_SPEED,TRAFFIC_LIGHT_GREEN,Stay on your current lane to avoid the accident on your lane. Maintain your current speed because the traffic light is green.
23,OTHER,REMAIN_STOPPED,TRAFFIC_LIGHT_GREEN,Turn left. Remain stopped because the traffic light is green but pay attention to the vehicle coming towards the junction.
23,FOLLOW_ROUTE,REMAIN_STOPPED,JUNCTION_NOTICE,Follow the route. Remain stopped since you cleared the <OBJECT> but pay attention to the vehicles coming towards the junction.
23,OTHER,REMAIN_STOPPED,NONE_OR_UNKNOWN,Turn left. Remain stopped to drive with the target speed.
23,FOLLOW_ROUTE,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Follow the route. Maintain the reduced speed since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the vehicle in the junction is moving away.
23,GO_AROUND,INCREASE_SPEED,ACCIDENT,Stay on your current lane to avoid the accident on your lane. Accelerate to follow the <OBJECT> in <DISTANCE>.
23,OTHER,INCREASE_SPEED,VEHICLE,Prepare to do a lane change. Accelerate due to the <OBJECT> intersecting your path.
22,OTHER,INCREASE_SPEED,TRAFFIC_LIGHT_GREEN,Turn right. Accelerate because the traffic light is green and the other vehicles are stopped at the junction and the vehicle in the junction is moving away. Pay attention to the walker and brake if necessary.
22,OTHER,MAINTAIN_SPEED,LEAD_VEHICLE_FOLLOW,Turn right. Maintain your current speed to stay behind the <OBJECT>.
22,OTHER,INCREASE_SPEED,VEHICLE,Prepare to do a lane change. Accelerate to drive closer to the <OBJECT>.
22,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn left. Decelerate since you cleared the <OBJECT> and the other vehicles are stopped at the junction and the junction is clear.
22,OTHER,SLOW_DOWN,JUNCTION_NOTICE,Turn left. Decelerate since you cleared the <OBJECT> but pay attention to the vehicles coming towards the junction.
22,OTHER,INCREASE_SPEED,JUNCTION_NOTICE,Turn left. Accelerate to drive through the junction as pay attention to the vehicle in the junction. Pay attention to the <OBJECT> on the exit of the junction.
22,FOLLOW_ROUTE,REMAIN_STOPPED,NONE_OR_UNKNOWN,Follow the route. Remain stopped to drive according to the speed limit.
22,GIVE_WAY,SLOW_DOWN,EMERGENCY_VEHICLE,Prepare to give way to the emergency vehicle. Decelerate to stay behind the <OBJECT>.
21,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn right. Maintain the reduced speed due to the <OBJECT> in <DISTANCE>. Pay attention to the walker and brake if necessary.
21,OTHER,MAINTAIN_REDUCED_SPEED,VEHICLE,Turn right. Maintain the reduced speed due to the <OBJECT> intersecting your path.
21,OTHER,INCREASE_SPEED,VEHICLE,Turn right. Accelerate to drive closer to the <OBJECT>. Pay attention to the walker and brake if necessary.
21,OTHER,MAINTAIN_REDUCED_SPEED,JUNCTION_NOTICE,Turn right. Maintain the reduced speed since you cleared the <OBJECT> but pay attention to the vehicles coming towards the junction.
